GenerationFileの情報,エージェントID,発生時刻1,発生時刻2,到着時刻1,到着時刻2,移動時間1,移動時間2
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:44:00" "total":4 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01933,20:44:22,6262,21:04:06,7446,00:19:44,1184
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:48:00" "total":5 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02018,20:48:40,6520,21:04:08,7448,00:15:28,928
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:49:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02043,20:49:48,6588,21:04:10,7450,00:14:22,862
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:49:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02028,20:49:03,6543,21:04:11,7451,00:15:08,908
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:44:00" "total":4 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01939,20:44:44,6284,21:04:13,7453,00:19:29,1169
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:44:00" "total":4 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01942,20:44:55,6295,21:04:15,7455,00:19:20,1160
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:48:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02023,20:48:51,6531,21:04:17,7457,00:15:26,926
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:49:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02031,20:49:13,6553,21:04:18,7458,00:15:05,905
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:45:00" "total":4 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01955,20:45:28,6328,21:04:20,7460,00:18:52,1132
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:48:00" "total":5 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02021,20:48:46,6526,21:04:22,7462,00:15:36,936
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:45:00" "total":4 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01953,20:45:26,6326,21:04:24,7464,00:18:58,1138
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:49:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02032,20:49:15,6555,21:04:25,7465,00:15:10,910
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:45:00" "total":4 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01956,20:45:35,6335,21:04:27,7467,00:18:52,1132
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:50:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02057,20:50:15,6615,21:04:29,7469,00:14:14,854
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:45:00" "total":4 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01959,20:45:45,6345,21:04:30,7470,00:18:45,1125
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:46:00" "total":5 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01978,20:46:32,6392,21:04:32,7472,00:18:00,1080
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:49:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02046,20:49:53,6593,21:04:34,7474,00:14:41,881
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:49:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02037,20:49:21,6561,21:04:35,7475,00:15:14,914
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:51:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02078,20:51:13,6673,21:04:37,7477,00:13:24,804
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:46:00" "total":5 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01980,20:46:36,6396,21:04:39,7479,00:18:03,1083
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:51:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02076,20:51:05,6665,21:04:40,7480,00:13:35,815
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:49:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02042,20:49:42,6582,21:04:42,7482,00:15:00,900
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:47:00" "total":5 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01989,20:47:03,6423,21:04:43,7483,00:17:40,1060
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:49:00" "total":6 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02030,20:49:09,6549,21:04:45,7485,00:15:36,936
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:47:00" "total":5 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01994,20:47:18,6438,21:04:47,7487,00:17:29,1049
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:49:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02038,20:49:31,6571,21:04:48,7488,00:15:17,917
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:49:00" "total":6 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02036,20:49:20,6560,21:04:50,7490,00:15:30,930
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:49:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02047,20:49:57,6597,21:04:52,7492,00:14:55,895
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:50:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02071,20:50:51,6651,21:04:53,7493,00:14:02,842
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:49:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02035,20:49:20,6560,21:04:55,7495,00:15:35,935
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:49:00" "total":6 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02041,20:49:41,6581,21:04:57,7497,00:15:16,916
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:49:00" "total":6 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02039,20:49:33,6573,21:04:59,7499,00:15:26,926
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:50:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02052,20:50:01,6601,21:05:00,7500,00:14:59,899
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:49:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02045,20:49:52,6592,21:05:01,7501,00:15:09,909
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:50:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02060,20:50:21,6621,21:05:03,7503,00:14:42,882
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:50:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02054,20:50:06,6606,21:05:04,7504,00:14:58,898
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:50:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02053,20:50:05,6605,21:05:06,7506,00:15:01,901
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:50:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02055,20:50:12,6612,21:05:07,7507,00:14:55,895
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:49:00" "total":6 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02040,20:49:34,6574,21:05:09,7509,00:15:35,935
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:50:00" "total":6 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02059,20:50:16,6616,21:05:11,7511,00:14:55,895
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:49:00" "total":6 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02048,20:49:59,6599,21:05:13,7513,00:15:14,914
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:50:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02066,20:50:28,6628,21:05:14,7514,00:14:46,886
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:50:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02068,20:50:35,6635,21:05:16,7516,00:14:41,881
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:50:00" "total":6 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02056,20:50:12,6612,21:05:18,7518,00:15:06,906
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:50:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02064,20:50:26,6626,21:05:19,7519,00:14:53,893
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:50:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02062,20:50:24,6624,21:05:21,7521,00:14:57,897
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:51:00" "total":7 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02079,20:51:13,6673,21:05:22,7522,00:14:09,849
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:50:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02061,20:50:23,6623,21:05:24,7524,00:15:01,901
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:50:00" "total":6 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02065,20:50:27,6627,21:05:26,7526,00:14:59,899
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:50:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02067,20:50:32,6632,21:05:27,7527,00:14:55,895
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:50:00" "total":6 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02069,20:50:47,6647,21:05:29,7529,00:14:42,882
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:51:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02094,20:51:55,6715,21:05:31,7531,00:13:36,816
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:51:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02083,20:51:32,6692,21:05:32,7532,00:14:00,840
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:50:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02070,20:50:49,6649,21:05:34,7534,00:14:45,885
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:50:00" "total":6 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02063,20:50:24,6624,21:05:36,7536,00:15:12,912
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:51:00" "total":7 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02073,20:51:01,6661,21:05:37,7537,00:14:36,876
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:51:00" "total":7 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02075,20:51:02,6662,21:05:39,7539,00:14:37,877
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:51:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02077,20:51:08,6668,21:05:41,7541,00:14:33,873
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:50:00" "total":6 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02072,20:50:58,6658,21:05:43,7543,00:14:45,885
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:51:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02089,20:51:44,6704,21:05:44,7544,00:14:00,840
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:51:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02074,20:51:02,6662,21:05:45,7545,00:14:43,883
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:51:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02093,20:51:54,6714,21:05:47,7547,00:13:53,833
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:51:00" "total":7 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02091,20:51:45,6705,21:05:49,7549,00:14:04,844
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:51:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02081,20:51:29,6689,21:05:50,7550,00:14:21,861
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:51:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02087,20:51:39,6699,21:05:52,7552,00:14:13,853
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:51:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02082,20:51:31,6691,21:05:53,7553,00:14:22,862
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:51:00" "total":7 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02088,20:51:39,6699,21:05:55,7555,00:14:16,856
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:51:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02092,20:51:51,6711,21:05:57,7557,00:14:06,846
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:51:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02085,20:51:33,6693,21:05:58,7558,00:14:25,865
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:52:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02095,20:52:00,6720,21:06:00,7560,00:14:00,840
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Route3"} "startTime":"20:50:00" "total":1 "duration":1 "startPlace":"SL_GPS" "goal":"EXIT_GPS" "conditions":["INDEXA_R3_110"]},ag02051,20:50:00,6600,21:07:04,7624,00:17:04,1024
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:52:00" "total":7 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02110,20:52:38,6758,21:07:30,7650,00:14:52,892
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:52:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02099,20:52:11,6731,21:07:32,7652,00:15:21,921
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:52:00" "total":7 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02102,20:52:22,6742,21:07:34,7654,00:15:12,912
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:51:00" "total":7 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02080,20:51:28,6688,21:07:36,7656,00:16:08,968
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:51:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02086,20:51:38,6698,21:07:38,7658,00:16:00,960
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:51:00" "total":15 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02090,20:51:45,6705,21:07:39,7659,00:15:54,954
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:52:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02100,20:52:14,6734,21:07:41,7661,00:15:27,927
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:52:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02096,20:52:04,6724,21:07:42,7662,00:15:38,938
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:52:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02106,20:52:30,6750,21:07:44,7664,00:15:14,914
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:51:00" "total":7 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02084,20:51:32,6692,21:07:46,7666,00:16:14,974
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:52:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02104,20:52:28,6748,21:07:47,7667,00:15:19,919
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:52:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02105,20:52:29,6749,21:07:49,7669,00:15:20,920
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:52:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02097,20:52:08,6728,21:07:50,7670,00:15:42,942
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:53:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02121,20:53:11,6791,21:07:52,7672,00:14:41,881
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:44:00" "total":4 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01926,20:44:05,6245,21:07:54,7674,00:23:49,1429
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:46:00" "total":5 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01972,20:46:17,6377,21:07:56,7676,00:21:39,1299
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:52:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02108,20:52:33,6753,21:07:57,7677,00:15:24,924
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_SignalFollow"} "startTime":"20:46:00" "total":5 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01979,20:46:33,6393,21:07:59,7679,00:21:26,1286
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:52:00" "total":14 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag02103,20:52:26,6746,21:08:00,7680,00:15:34,934
